number,type,gu,area,room,lat,long
1,다가구,동작구,490.16,8,37.5054356,126.9474484
2,다가구,양천구,259.37,8,37.5453473,126.8424511
3,다가구,강서구,349.05,7,37.5580633,126.8620284
4,다가구,서대문구,360.03,7,37.5915224,126.932577
5,다가구,도봉구,286.08,7,37.67055,127.0484288
6,다가구,도봉구,289.26,7,37.67055,127.0484288
7,다가구,은평구,330.62,7,37.6084975,126.9333785
8,다가구,은평구,248.04,7,37.6309522,126.9261497
9,다가구,은평구,219.86,7,37.6164337,126.931714
10,다가구,강북구,263.93,7,37.6197987,127.0320277
11,다가구,마포구 ,302.71,12,37.5644295,126.9124099
12,다가구,서초구 ,587.04,10,37.4948185,126.9980369
13,다가구,강서구,340.09,9,37.5478136,126.8591521
14,다가구,광진구,509.1,13,37.5496821,127.0764605
15,다가구,도봉구,571.11,14,37.66773,127.02436
16,다가구,강서구,579.78,13,37.5412794,126.8648343
17,다가구,중랑구,454.7,13,37.6125231,127.1133397
18,다가구,광진구,304.2,5,37.5788009,127.0947014
19,다가구,성북구,451.28,20,37.6176549,127.023154
20,다가구,구로구,395.78,10,37.4999208,126.8627442
21,다가구,광진구,452.39,6,37.5694283,127.102805
22,다가구,성북구,207.32,7,37.6201787,127.074872
23,다가구,은평구,313.11,7,37.6337757,126.9258386
24,다가구,서대문구,486,6,37.6027107,126.9432029
25,다가구,성북구,362.22,6,37.6211612,127.0222257
26,다가구,성북구,273.39,6,37.59371,127.03359
27,다가구,은평구,230.04,10,37.614675,126.9212717
28,다가구,서초구 ,508.48,16,37.4839958,127.0516062
29,다가구,성북구,563.22,14,37.6257707,127.0575042
30,다가구,서대문구,431.76,9,37.5930253,126.9295184
31,다가구,은평구,243.57,7,37.59151655,126.9158
32,다가구,은평구,449.76,8,37.6098977,126.9377616
33,다가구,광진구,490.44,12,37.5496821,127.0764605
34,다가구,강서구,455.15,10,37.5521192,126.8559678
35,다가구,도봉구,153.81,5,37.6751832,127.0526274
36,다가구,광진구,452.63,8,37.5663216,127.1012831
37,다가구,관악구,220.09,7,37.4888201,126.9445025
38,다가구,성북구,264.48,7,37.6178819,127.04572
39,다가구,광진구,220.05,13,37.5523162,127.1024311
40,다가구,광진구,287.82,6,37.5523162,127.1024311
41,다가구,강서구,229.98,6,37.5403815,126.8638236
42,다가구,양천구,371.21,8,37.5550492,126.8858003
43,다가구,중랑구,195.7,5,37.6184996,127.0841453
44,다가구,은평구,271.29,5,37.6279737,126.9144781
45,다가구,강서구,220.08,5,37.5443888,126.8624049
46,다가구,중랑구,200,5,37.6184996,127.0841453
47,다가구,성동구,575.14,12,37.5805367,127.0493374
48,다가구,서대문구,323.9,5,37.5805041,126.9355441
49,다가구,서대문구,341.28,7,37.5872615,126.9170281
50,다가구,마포구 ,67,9,37.5701246,126.918565
51,다가구,서대문구,84.86,1,37.5894396,126.9249143
52,다가구,구로구,268.1,5,37.4992339,126.8968481
53,다가구,강북구,209.78,5,37.655791,127.0218307
54,다가구,은평구,292.08,6,37.6256806,126.9226848
55,다가구,은평구,290.32,7,37.6344047,126.9316946
56,다가구,도봉구,279.48,7,37.6425129,127.053492
57,다가구,강동구,501.59,11,37.551245,127.1457519
58,다가구,성북구,367.32,10,37.5973566,127.0392969
59,다가구,서대문구,361.86,10,37.597684,126.9405933
60,다가구,동대문구,482.68,10,37.5811261,127.0417843
61,다가구,구로구,199.53,5,37.5068121,126.8942901
62,다가구,구로구,349.12,8,37.5066514,126.8952121
63,다가구,강북구,217.17,5,37.63197,127.02286
64,다가구,도봉구,236.15,5,37.6590009,127.0389774
65,다가구,도봉구,248.06,5,37.6786889,127.0453376
66,다가구,마포구 ,187.72,5,37.5639725,126.9120972
67,다가구,마포구 ,235.62,5,37.5783333,126.919105
68,다가구,마포구 ,457.63,5,37.567211,126.9256473
69,다가구,은평구,189.45,5,37.6287962,126.9215198
70,다가구,은평구,236.15,5,37.6367683,126.9326756
71,다가구,은평구,362.12,6,37.6372075,126.9318437
72,다가구,서대문구,199.14,5,37.5860713,126.915117
73,다가구,광진구,146.8,5,37.575759,127.088937
74,다가구,강서구,256.89,6,37.558048,126.8610911
75,다가구,양천구,199.08,5,37.5555221,126.8783325
76,다가구,양천구,199.08,5,37.5555221,126.8783325
77,다가구,동작구,481.68,9,37.5054356,126.9474484
78,다가구,마포구 ,316.3,5,37.5658022,126.9298792
79,다가구,은평구,199.53,5,37.635113,126.9232918
80,다가구,은평구,218.17,5,37.635113,126.9232918
81,다가구,강서구,161.1,5,37.5380655,126.8566458
82,다가구,중랑구,214.32,7,37.6009039,127.1104988
83,다가구,마포구 ,266.76,9,37.5751159,126.9170461
84,다가구,양천구,238.18,6,37.5382163,126.8472472
85,다가구,광진구,281.72,5,37.5668431,127.1052511
86,다가구,은평구,348.04,7,37.630417,126.9249001
87,다가구,관악구,275.46,6,37.4795004,126.9324394
88,다가구,은평구,314.79,7,37.6344047,126.9316946
89,다가구,은평구,200.47,7,37.6128633,126.9240128
90,다가구,은평구,265.77,10,37.5933204,126.9305702
91,다가구,종로구,403.41,10,37.624825,126.9857433
92,다가구,종로구,595.52,8,37.624825,126.9857433
93,다가구,양천구,167.25,5,37.5348238,126.8552099
94,다가구,노원구,232.26,5,37.6242921,127.0724259
95,다가구,강서구,153.54,5,37.5384255,126.8537594
96,다가구,강서구,81.8,5,37.5429233,126.8671161
97,다가구,광진구,166.37,5,37.5465754,127.0931186
98,다가구,성북구,257.29,5,37.6105777,127.0465639
99,다가구,관악구,197.76,5,37.4906781,126.9344361
100,다가구,은평구,372.3,7,37.6286806,126.9256848
101,다가구,강서구,203.13,5,37.5602272,126.8624442
102,다가구,은평구,209.18,9,37.6150461,126.92184
103,다가구,강서구,285.51,6,37.5453248,126.8666172
104,다가구,은평구,519.42,11,37.64763,126.93015
105,다가구,은평구,436.79,7,37.64763,126.93015
106,다가구,은평구,534.87,9,37.64763,126.93015
107,다가구,성북구,299.38,7,37.624564,127.0273668
108,다가구,양천구,238.52,5,37.5571261,126.8766707
109,다가구,도봉구,174.87,5,37.6645671,127.0398897
110,다가구,도봉구,178.25,6,37.67355,127.0514288
111,다가구,관악구,195.03,5,37.4918201,126.9475025
112,다가구,성북구,227.52,5,37.6290606,127.057307
113,다가구,은평구,247.32,6,37.6393427,126.9274552
114,다가구,은평구,247.32,6,37.6393427,126.9274552
115,다가구,은평구,191.62,5,37.6367757,126.9288386
116,다가구,성북구,219.19,6,37.6006343,127.0262872
117,다가구,양천구,479,10,37.5557255,126.8804458
118,다가구,강동구,313.28,8,37.554245,127.1487519
119,다가구,관악구,309.06,7,37.5016188,126.9460338
120,다가구,강서구,174.39,5,37.5433815,126.8668236
121,다가구,성북구,206.76,9,37.6241612,127.0252257
122,다가구,은평구,452.41,11,37.6368452,126.9359663
123,다가구,은평구,343.82,7,37.6365297,126.9270701
124,다가구,강서구,247.17,5,37.5414255,126.8567594
125,다가구,관악구,343.53,8,37.4912122,126.9484375
126,다가구,서대문구,145.17,6,37.5807446,126.9474046
127,다가구,강서구,457.08,11,37.5508136,126.8621521
128,다가구,강서구,290.4,6,37.5410655,126.8596458
129,다가구,관악구,246.69,7,37.5005699,126.9338762
130,다가구,양천구,228.97,6,37.5411971,126.8730659
131,다가구,광진구,147.75,5,37.578759,127.091937
132,다가구,양천구,236.62,7,37.5401443,126.8674091
133,다가구,도봉구,486.63,19,37.6610895,127.0355284
134,다가구,은평구,279.69,5,37.63784395,126.9389097
135,다가구,관악구,317.37,7,37.490132,126.9326208
136,다가구,강서구,216.17,5,37.5508136,126.8621521
137,다가구,구로구,231.7,6,37.50707,126.8456162
138,다가구,광진구,252,5,37.5799792,127.0919169
139,다가구,성북구,243.72,5,37.6170394,127.0293632
140,다가구,성북구,411.88,14,37.6265855,127.0230657
141,다가구,광진구,226.76,5,37.575759,127.0895353
142,다가구,동작구,196.02,5,37.5118591,126.9415626
143,다가구,성북구,255.42,8,37.6248401,127.0268675
144,다가구,강서구,65.73,2,37.5429233,126.8671161
145,다가구,성북구,274.88,6,37.617423,127.0282037
146,다가구,종로구,482.43,15,37.586229,126.9763244
147,다가구,송파구,299.97,8,37.5149891,127.1207262
148,다가구,성북구,260.22,5,37.6228986,127.0254443
149,다가구,강남구,450.86,14,37.5070375,127.054041
150,다가구,관악구,337.68,7,37.5061786,126.9432148
151,다가구,양천구,247.86,7,37.5418617,126.8748791
152,다가구,강서구,252.87,5,37.579856,126.8195969
153,다가구,강서구,246.99,6,37.5446828,126.8745354
154,다가구,강북구,433.1,12,37.6456114,127.0295421
155,다가구,도봉구,485.42,15,37.6613697,127.0423483
156,다가구,성북구,229.2,7,37.6212949,127.0622284
157,다가구,성북구,143.53,5,37.6195573,127.0727724
158,다가구,성북구,265.6,6,37.6245989,127.0251935
159,다가구,용산구,258,6,37.5642733,126.9818983
160,다가구,성북구,793.28,19,37.6208848,127.0145427
161,다가구,성북구,349.86,8,37.6252805,127.0652071
162,다가구,노원구,414.05,9,37.6365199,127.0664416
163,다가구,양천구,280.94,6,37.5571261,126.8766707
164,다가구,서대문구,295.05,6,37.6078614,126.946335
165,다가구,도봉구,443.18,8,37.6980463,127.0561561
166,다가구,강북구,270.24,7,37.6476147,127.0282114
167,다가구,도봉구,531.93,13,37.6391199,127.062048
168,다가구,송파구,573.54,15,37.5050451,127.1632623
169,다가구,강동구,286.71,8,37.5685553,127.1481204
170,다가구,강북구,424.95,8,37.6586753,127.034263
171,다가구,강북구,273.71,6,37.6426076,127.0277022
172,다가구,성북구,66.4,15,37.6021205,127.0208031
173,다가구,은평구,458.19,8,37.6150461,126.92184
174,다가구,도봉구,163.59,8,37.6630575,127.0380252
175,다가구,강남구,215.7,8,37.506906,127.0475257
176,다가구,강동구,425.88,9,37.4955572,126.869878
177,다가구,강북구,195.84,4,37.6426076,127.0277022
178,다가구,양천구,215.4,5,37.5441136,126.8415241
179,다가구,송파구,490.29,16,37.5025492,127.1412123
180,다가구,도봉구,365.18,7,37.6708385,127.0408246
181,다가구,강북구,292.48,7,37.6299303,127.0695492
182,다가구,양천구,300.56,7,37.5401443,126.8674091
183,다가구,양천구,384.96,8,37.5321694,126.8524132
184,다가구,양천구,384.96,8,37.5321694,126.8524132
185,다가구,강서구,474.11,10,37.5590717,126.8563166
186,다가구,강서구,310.8,7,37.5587012,126.8584576
187,다가구,강서구,298.62,11,37.5607023,126.8645543
188,다가구,광진구,175.16,11,37.5465754,127.0931186
189,다가구,강서구,357.76,8,37.564499,126.8742757
190,다가구,강북구,582.31,10,37.6560299,127.0259437
191,다가구,은평구,192.89,4,37.6259135,126.9331902
192,다가구,강북구,359.13,6,37.6598691,127.0322678
193,다가구,양천구,221.14,5,37.5323513,126.863791
194,다가구,양천구,198.24,4,37.5411971,126.8730659
195,다가구,강서구,309.32,6,37.5508136,126.8621521
196,다가구,노원구,321.75,12,37.6365199,127.0664416
197,다가구,관악구,100.64,5,37.5055683,126.8810234
198,다가구,구로구,308.79,6,37.5021293,126.8658384
199,다가구,강동구,263.15,11,37.553447,127.1635459
200,다가구,은평구,593.3,10,37.6076102,126.9257988
201,다가구,은평구,287.88,5,37.61881,126.92749
202,다가구,은평구,144.66,4,37.6234869,126.9411249
203,다가구,강동구,164.8,4,37.5459263,127.1533199
204,다가구,성북구,145.65,30,37.6126314,127.0168067
205,다가구,강북구,402.64,8,37.6597036,127.0328294
206,다가구,성북구,193.28,4,37.6192299,127.0249673
207,다가구,성북구,82.42,17,37.622128,127.0238888
208,다가구,성북구,76.59,22,37.6201169,127.0202404
209,다가구,성북구,95.22,14,37.629513,127.0218038
210,다가구,강동구,50.95,20,37.5628685,127.1453193
211,다가구,강북구,149.24,4,37.6444927,127.0397047
212,다가구,강북구,187.08,6,37.6564217,127.0222215
213,다가구,강서구,176.32,4,37.5589648,126.8626284
214,다가구,강서구,172.62,4,37.5587012,126.8584576
215,다가구,강서구,242.7,5,37.5679937,126.8655522
216,다가구,구로구,210.36,7,37.5060673,126.8634058
217,다가구,은평구,257.74,4,37.6380948,126.9406977
218,다가구,은평구,289.44,11,37.6146708,126.9383264
219,다가구,은평구,251.25,4,37.6317962,126.9245198
220,다가구,양천구,297.24,4,37.5598655,126.8789595
221,다가구,강서구,508.77,10,37.5490126,126.8706656
222,다가구,강서구,548.92,12,37.561048,126.8640911
223,다가구,강서구,222.92,5,37.5462893,126.8551888
224,다가구,강서구,200.42,4,37.5519912,126.8579118
225,다가구,강서구,122.17,3,37.5549275,126.8611889
226,다가구,강서구,213.32,6,37.5501189,126.8579833
227,다가구,강북구,175.29,5,37.64896,127.04801
228,다가구,강북구,436,8,37.6573213,127.0278196
229,다가구,도봉구,207.84,4,37.6487689,127.0532043
230,다가구,도봉구,330.4,7,37.6656065,127.0518174
231,다가구,강서구,295.17,6,37.5512607,126.869148
232,다가구,강서구,373.31,7,37.5492849,126.8645424
233,다가구,강서구,186.92,4,37.5515886,126.8632701
234,다가구,강서구,470.98,9,37.5619006,126.8628596
235,다가구,금천구,479.84,8,37.48825,126.91644
236,다가구,서초구,254.57,7,37.5071733,127.0144669
237,다가구,은평구,237.09,5,37.6359371,126.9263868
238,다가구,도봉구,478.5,8,37.6815187,127.0470101
239,다가구,강동구,241.6,6,37.547746,127.1364814
240,다가구,양천구,548.44,12,37.55363825,126.8844856
241,다가구,은평구,180.54,3,37.6283047,126.9360983
242,다가구,양천구,382.92,7,37.5455257,126.844595
243,다가구,관악구,166.15,6,37.4817863,126.9361333
244,다가구,강서구,151.56,4,37.5509589,126.8714522
245,다가구,강서구,209.84,5,37.549955,126.8684935
246,다가구,강서구,287.97,6,37.5632717,126.8621135
247,다가구,강동구,289.93,5,37.5667234,127.1425355
248,다가구,은평구,183.06,4,37.6218298,126.9271195
249,다가구,은평구,204.71,5,37.6410048,126.9302024
250,다가구,강북구,236.18,5,37.6528771,127.0236731
251,다가구,강동구,287.14,8,37.5655546,127.1408186
252,다가구,강서구,202.68,4,37.5498353,126.8631137
253,다가구,동작구,586.47,11,37.5068089,126.943727
254,다가구,은평구,153.39,5,37.639915,126.9382616
255,다가구,강서구,154.97,5,37.5430092,126.8635581
256,다가구,양천구,242.52,5,37.5450334,126.8472573
257,다가구,은평구,150.12,5,37.6347251,126.936802
258,다가구,송파구,291.24,6,37.5048412,127.1611794
259,다가구,강서구,234.12,5,37.5607023,126.8645543
260,다가구,성북구,239.78,16,37.6216498,127.0202166
261,다가구,양천구,225.75,5,37.5460168,126.8473455
262,다가구,양천구,426.56,8,37.5418913,126.8474558
263,다가구,양천구,404.84,8,37.5418913,126.8474558
264,다가구,송파구,117.03,4,37.5102084,127.1592525
265,다가구,관악구,180.1,8,37.4962106,126.9287362
266,다가구,강동구,126.3,4,37.5685553,127.1481204
267,다가구,서대문구,164.97,11,37.595635,126.9341963
268,다가구,영등포구,73.71,3,37.5268604,126.9255981
269,다가구,강북구,412.21,19,37.660614,127.03358
270,다가구,양천구,298.12,6,37.5440258,126.8455499
271,다가구,금천구,178.26,3,37.48825,126.91644
272,다가구,강서구,221.79,6,37.5512869,126.8592386
273,다가구,강북구,330.66,8,37.6600193,127.0270614
274,다가구,구로구,242.19,5,37.5050335,126.8645023
275,다가구,은평구,116.26,6,37.6363202,126.9420951
276,다가구,강서구,225.84,5,37.561048,126.8640911
277,다가구,강서구,187.84,5,37.5414255,126.8567594
278,다가구,송파구,172.81,13,37.5195651,127.0949238
279,다가구,강남구,88.28,14,37.5307916,127.0515397
280,다가구,송파구,274.26,6,37.5054815,127.1617183
281,다가구,은평구,197.43,5,37.6374047,126.9346946
282,다가구,서대문구,373.66,7,37.5924396,126.9279143
283,다가구,은평구,314.94,7,37.6287246,126.9196611
284,다가구,도봉구,255,6,37.6786736,127.0514164
285,다가구,도봉구,172.09,3,37.6634914,127.0365358
286,다가구,도봉구,372.72,8,37.6727524,127.0519719
287,다가구,강북구,613.2,12,37.6392519,127.0286888
288,다가구,양천구,251.96,5,37.541345,126.8495355
289,다가구,양천구,247.32,5,37.5500614,126.8805314
290,다가구,양천구,275.82,6,37.5571554,126.882384
291,다가구,관악구,317.32,7,37.4881665,126.9451574
292,다가구,강서구,249.12,5,37.5589648,126.8626284
293,다가구,강서구,203.97,5,37.5556429,126.8489534
294,다가구,강서구,147,3,37.570558,126.8719126
295,다가구,은평구,198.36,5,37.6262652,126.9221774
296,다가구,은평구,235.35,5,37.6158633,126.9270128
297,다가구,송파구,292.22,6,37.5051612,127.1614516
298,다가구,광진구,485.2,14,37.5630585,127.1071037
299,다가구,도봉구,236.04,6,37.6724389,127.0500818
300,다가구,노원구,147.05,6,37.635094,127.0740905
301,다가구,종로구,297.18,7,37.6127487,126.9705271
302,다가구,강동구,92.71,12,37.562408,127.1432817
303,다가구,강서구,234.15,5,37.561048,126.8640911
304,다가구,은평구,161.65,11,37.6198871,126.9257174
305,다가구,관악구,261.86,7,37.4825999,126.9513157
306,다가구,은평구,482.87,11,37.6336922,126.9339477
307,다가구,은평구,195.66,3,37.6286806,126.9256848
